xxxxx,2013-09-20 17:32:37.860,40.5245,30.3124,0.212,xxxx,yyyyy,ML,1.16922, 
xxxxx,2013-09-20 15:33:40.506,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.21215, 
xxxxx,2013-09-20 10:11:48.073,40.0677,29.6586,4.42708,xxxx,yyyyy,ML,1.76178, 
xxxxx,2013-09-19 08:13:43.073,40.0677,29.6586,4.42708,xxxx,yyyyy,ML,1.85042, 
xxxxx,2013-09-19 03:40:07.193,40.0677,29.6586,4.42708,xxxx,yyyyy,ML,1.78157, 
xxxxx,2013-09-18 15:19:05.106,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.10682, 
xxxxx,2013-09-18 04:59:52.286,40.7617,30.4084,10.471,xxxx,yyyyy,ML,1.20598, 
xxxxx,2013-09-17 13:43:35.020,40.5169,30.3104,0.679,xxxx,yyyyy,ML,1.11882, 
xxxxx,2013-09-16 16:55:36.826,40.7087,30.6429,15.176,xxxx,yyyyy,ML,1.89696, 
xxxxx,2013-09-14 08:33:34.980,40.5476,30.3044,0.422,xxxx,yyyyy,ML,1.06582, 
xxxxx,2013-09-12 14:53:02.306,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.38504, 
xxxxx,2013-09-12 04:38:08.519,40.0899,29.9648,10.0521,xxxx,yyyyy,ML,1.10635, 
xxxxx,2013-09-11 16:21:10.140,40.5384,30.319,0.478,xxxx,yyyyy,ML,1.05322, 
xxxxx,2013-09-11 16:00:58.506,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.16232, 
xxxxx,2013-09-07 15:36:34.746,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.30075, 
xxxxx,2013-09-07 05:19:03.020,40.5352,30.3127,0.336,xxxx,yyyyy,ML,1.03839, 
xxxxx,2013-09-06 04:09:24.257,40.7021,30.6623,11.484,xxxx,yyyyy,ML,1.5476, 
xxxxx,2013-09-04 07:23:13.700,40.5314,30.3214,1.019,xxxx,yyyyy,ML,1.17775, 
xxxxx,2013-09-04 03:52:06.266,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.30845, 
xxxxx,2013-09-03 15:29:46.666,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.21082, 
xxxxx,2013-09-01 06:28:22.837,40.7104,30.1714,4.377,xxxx,yyyyy,ML,1.11863, 
xxxxx,2013-08-30 18:27:43.660,40.5224,30.3135,0.334,xxxx,yyyyy,ML,1.03017, 
xxxxx,2013-08-30 09:56:01.725,40.0619,29.9576,15.9896,xxxx,yyyyy,ML,1.29079, 
xxxxx,2013-08-29 09:57:00.100,40.5394,30.3159,0.142,xxxx,yyyyy,ML,1.06769, 
xxxxx,2013-08-28 12:28:21.054,40.5235,30.5563,8.597,xxxx,yyyyy,ML,1.41114, 
xxxxx,2013-08-28 12:06:22.754,40.5242,30.5573,8.399,xxxx,yyyyy,ML,2.24804, 
xxxxx,2013-08-25 16:45:57.940,40.5429,30.3178,0.469,xxxx,yyyyy,ML,1.19152, 
xxxxx,2013-08-25 02:40:14.547,40.0392,29.5714,1.09375,xxxx,yyyyy,ML,1.52417, 
xxxxx,2013-08-24 20:30:30.162,40.0534,29.5931,0.989583,xxxx,yyyyy,ML,1.69437, 
xxxxx,2013-08-20 11:37:44.254,40.4486,30.6925,4.057,xxxx,yyyyy,ML,1.03497, 
xxxxx,2013-08-20 01:07:51.774,40.4465,30.7135,1.088,xxxx,yyyyy,ML,1.52728, 
xxxxx,2013-08-18 23:06:23.666,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.04843, 
xxxxx,2013-08-17 03:05:38.164,40.8847,30.466,4.4401,xxxx,yyyyy,ML,1.07765, 
xxxxx,2013-08-12 08:13:45.672,40.0604,29.6003,1.09375,xxxx,yyyyy,ML,1.81976, 
xxxxx,2013-08-07 15:50:32.645,40.0619,29.9576,15.9896,xxxx,yyyyy,ML,1.29547, 
xxxxx,2013-08-07 15:46:40.605,40.0619,29.9576,15.9896,xxxx,yyyyy,ML,2.13908, 
xxxxx,2013-08-07 13:44:49.733,40.4802,30.7276,7.705,xxxx,yyyyy,ML,1.04391, 
xxxxx,2013-08-07 13:43:05.173,40.4802,30.7279,7.873,xxxx,yyyyy,ML,1.10981, 
xxxxx,2013-08-04 07:39:36.017,40.0392,29.5714,0.989583,xxxx,yyyyy,ML,2.36272, 
xxxxx,2013-08-01 08:07:58.653,40.4804,30.7267,7.274,xxxx,yyyyy,ML,1.039, 
xxxxx,2013-08-01 08:07:28.853,40.4807,30.728,7.763,xxxx,yyyyy,ML,2.17913, 
xxxxx,2013-08-01 08:06:56.133,40.478,30.7278,7.908,xxxx,yyyyy,ML,1.03003, 
xxxxx,2013-08-01 08:03:08.053,40.4856,30.729,8.288,xxxx,yyyyy,ML,1.17052, 
xxxxx,2013-08-01 08:01:38.133,40.4806,30.7279,7.78,xxxx,yyyyy,ML,1.24863, 
xxxxx,2013-08-01 07:59:54.733,40.4806,30.728,7.769,xxxx,yyyyy,ML,1.12708, 
xxxxx,2013-07-29 11:01:05.563,40.0336,29.8703,4.94792,xxxx,yyyyy,ML,1.61368, 
xxxxx,2013-07-28 16:41:50.202,40.5734,30.8425,7.663,xxxx,yyyyy,ML,2.31991, 
xxxxx,2013-07-26 23:46:52.908,40.6684,30.3643,9.087,xxxx,yyyyy,ML,1.18813, 
xxxxx,2013-07-25 18:53:18.759,40.0899,29.9648,10.0521,xxxx,yyyyy,ML,1.55033, 
xxxxx,2013-07-25 17:12:49.473,40.0677,29.6586,4.42708,xxxx,yyyyy,ML,1.95887, 
xxxxx,2013-07-25 15:33:16.946,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.63501, 
xxxxx,2013-07-24 19:25:30.066,40.7487,30.2851,10.467,xxxx,yyyyy,ML,2.06399, 
xxxxx,2013-07-24 18:16:22.833,40.7042,30.3213,9.755,xxxx,yyyyy,ML,1.26689, 
xxxxx,2013-07-24 16:36:10.516,40.6966,30.3234,10.031,xxxx,yyyyy,ML,1.19006, 
xxxxx,2013-07-24 10:28:23.516,40.6973,30.3199,8.954,xxxx,yyyyy,ML,1.73318, 
xxxxx,2013-07-24 10:20:10.913,40.704,30.3224,9.777,xxxx,yyyyy,ML,1.39124, 
xxxxx,2013-07-24 06:56:01.723,40.0336,29.8703,4.94792,xxxx,yyyyy,ML,1.18287, 
xxxxx,2013-07-23 05:55:25.477,40.7041,30.6433,15.192,xxxx,yyyyy,ML,2.11454, 
xxxxx,2013-07-22 21:41:02.041,40.7051,30.3207,9.368,xxxx,yyyyy,ML,1.17854, 
xxxxx,2013-07-22 21:30:14.921,40.7049,30.321,9.457,xxxx,yyyyy,ML,1.22245, 
xxxxx,2013-07-22 21:01:23.081,40.705,30.3204,9.36,xxxx,yyyyy,ML,1.75856, 
xxxxx,2013-07-22 20:34:15.201,40.7053,30.3197,9.491,xxxx,yyyyy,ML,1.25109, 
xxxxx,2013-07-22 19:59:40.565,40.7066,30.3114,11.933,xxxx,yyyyy,ML,1.45045, 
xxxxx,2013-07-22 17:51:21.393,40.7039,30.321,9.842,xxxx,yyyyy,ML,1.80332, 
xxxxx,2013-07-21 21:24:53.593,40.704,30.3198,9.8,xxxx,yyyyy,ML,1.20573, 
xxxxx,2013-07-21 12:10:46.736,40.0408,29.9504,10.0521,xxxx,yyyyy,ML,1.39394, 
xxxxx,2013-07-21 10:05:17.485,40.7055,30.3109,11.704,xxxx,yyyyy,ML,1.22345, 
xxxxx,2013-07-21 10:04:12.321,40.7043,30.3194,9.294,xxxx,yyyyy,ML,1.39986, 
xxxxx,2013-07-21 10:04:06.116,40.6976,30.319,8.858,xxxx,yyyyy,ML,1.66922, 
xxxxx,2013-07-21 09:48:04.121,40.7055,30.32,9.509,xxxx,yyyyy,ML,1.20687, 
xxxxx,2013-07-21 09:39:22.073,40.7049,30.3175,9.516,xxxx,yyyyy,ML,1.33468, 
xxxxx,2013-07-21 08:50:21.873,40.7053,30.3211,9.738,xxxx,yyyyy,ML,1.4227, 
xxxxx,2013-07-21 08:37:05.953,40.7046,30.3209,9.673,xxxx,yyyyy,ML,1.4338, 
xxxxx,2013-07-21 08:25:48.881,40.7108,30.3102,8.735,xxxx,yyyyy,ML,1.3028, 
xxxxx,2013-07-21 08:25:39.036,40.6982,30.3185,8.922,xxxx,yyyyy,ML,1.13402, 
xxxxx,2013-07-21 08:25:22.756,40.7027,30.3281,9.92,xxxx,yyyyy,ML,1.11456, 
xxxxx,2013-07-21 08:25:00.956,40.6978,30.3184,8.968,xxxx,yyyyy,ML,1.22245, 
xxxxx,2013-07-21 08:24:05.556,40.6983,30.3193,9.482,xxxx,yyyyy,ML,1.03843, 
xxxxx,2013-07-21 08:20:24.921,40.7055,30.3205,9.398,xxxx,yyyyy,ML,1.41201, 
xxxxx,2013-07-21 04:53:27.399,40.0899,29.9648,10.0521,xxxx,yyyyy,ML,1.69869, 
xxxxx,2013-07-21 04:22:26.075,40.7307,30.194,13.184,xxxx,yyyyy,ML,2.15667, 
xxxxx,2013-07-21 03:33:53.115,40.7308,30.194,13.184,xxxx,yyyyy,ML,2.78782, 
xxxxx,2013-07-20 17:34:10.906,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.34051, 
xxxxx,2013-07-19 05:08:48.483,40.0336,29.8703,4.94792,xxxx,yyyyy,ML,2.12493, 
xxxxx,2013-07-18 05:16:55.443,40.707,30.6612,15.629,xxxx,yyyyy,ML,1.549, 
xxxxx,2013-07-18 03:32:39.305,40.7095,30.6565,15.978,xxxx,yyyyy,ML,1.85798, 
xxxxx,2013-07-15 16:26:19.586,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.19768, 
xxxxx,2013-07-14 07:49:34.264,40.0272,30.2201,0.989583,xxxx,yyyyy,ML,1.22685, 
xxxxx,2013-07-13 23:20:28.555,40.7081,30.324,9.83,xxxx,yyyyy,ML,1.0965, 
xxxxx,2013-07-13 22:48:37.475,40.7081,30.3238,9.853,xxxx,yyyyy,ML,1.05143, 
xxxxx,2013-07-12 14:50:52.306,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.23241, 
xxxxx,2013-07-12 02:03:19.737,40.4324,30.2707,7.79297,xxxx,yyyyy,ML,2.02847, 
xxxxx,2013-07-10 06:09:46.268,40.6693,30.3645,8.962,xxxx,yyyyy,ML,1.46852, 
xxxxx,2013-07-09 20:10:17.424,40.0272,30.2201,0.989583,xxxx,yyyyy,ML,1.06185, 
xxxxx,2013-07-09 16:00:50.146,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.35411, 
xxxxx,2013-07-09 03:26:18.138,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.37924, 
xxxxx,2013-07-08 07:54:20.468,40.669,30.3628,9.006,xxxx,yyyyy,ML,1.43284, 
xxxxx,2013-07-08 05:54:06.966,40.7488,30.2833,10.513,xxxx,yyyyy,ML,1.10022, 
xxxxx,2013-07-08 03:18:20.395,40.7083,30.3233,9.824,xxxx,yyyyy,ML,1.1486, 
xxxxx,2013-07-07 19:43:56.428,40.6695,30.3617,8.935,xxxx,yyyyy,ML,1.27277, 
xxxxx,2013-07-07 07:29:44.386,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.38121, 
xxxxx,2013-07-07 06:07:10.832,40.686,30.37,9.954,xxxx,yyyyy,ML,1.50265, 
xxxxx,2013-07-06 19:48:35.154,40.6943,30.3881,7.799,xxxx,yyyyy,ML,1.42681, 
xxxxx,2013-07-06 06:17:57.234,40.6958,30.3864,7.427,xxxx,yyyyy,ML,1.53439, 
xxxxx,2013-07-06 05:05:10.106,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.39086, 
xxxxx,2013-07-06 01:22:57.594,40.696,30.3865,7.247,xxxx,yyyyy,ML,1.4419, 
xxxxx,2013-07-06 01:22:46.114,40.6958,30.3872,7.293,xxxx,yyyyy,ML,2.25697, 
xxxxx,2013-07-05 15:01:56.234,40.6954,30.3869,7.471,xxxx,yyyyy,ML,1.48609, 
xxxxx,2013-07-05 06:33:37.388,40.668,30.3623,9.193,xxxx,yyyyy,ML,1.76308, 
xxxxx,2013-07-05 02:02:49.626,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.09672, 
xxxxx,2013-07-05 00:17:48.306,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.35385, 
xxxxx,2013-07-03 09:13:27.588,40.668,30.3623,9.193,xxxx,yyyyy,ML,1.34898, 
xxxxx,2013-07-03 08:42:57.988,40.6685,30.3632,9.062,xxxx,yyyyy,ML,1.26917, 
xxxxx,2013-07-03 05:05:56.708,40.6671,30.3623,9.096,xxxx,yyyyy,ML,1.31314, 
xxxxx,2013-07-03 04:39:51.338,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.31724, 
xxxxx,2013-07-03 02:27:25.804,40.6812,30.6547,17.479,xxxx,yyyyy,ML,1.36879, 
xxxxx,2013-07-03 01:55:39.141,40.0198,29.9578,11.5104,xxxx,yyyyy,ML,1.25388, 
xxxxx,2013-07-03 01:49:17.315,40.7308,30.194,13.184,xxxx,yyyyy,ML,2.65013, 
xxxxx,2013-07-03 01:48:45.106,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.0489, 
xxxxx,2013-07-03 01:46:14.138,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.29866, 
xxxxx,2013-07-03 00:57:07.506,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.08565, 
xxxxx,2013-07-02 22:33:10.418,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.33972, 
xxxxx,2013-07-02 21:27:31.338,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.20318, 
xxxxx,2013-07-02 21:22:54.666,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.23632, 
xxxxx,2013-07-02 21:22:53.378,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.63877, 
xxxxx,2013-07-02 21:22:48.026,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.31228, 
xxxxx,2013-07-02 21:22:46.738,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,1.75266, 
xxxxx,2013-07-02 21:21:27.426,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.98903, 
xxxxx,2013-07-02 21:21:26.138,40.0128,29.9578,11.5104,xxxx,yyyyy,ML,2.4059, 
xxxxx,2013-06-30 05:35:22.524,40.6817,30.6541,17.588,xxxx,yyyyy,ML,1.7646, 
xxxxx,2013-06-30 04:07:53.244,40.6753,30.6569,19.874,xxxx,yyyyy,ML,1.14133, 
xxxxx,2013-06-30 04:04:35.084,40.6811,30.6539,17.529,xxxx,yyyyy,ML,1.204, 
xxxxx,2013-06-30 03:24:55.764,40.6823,30.6527,17.475,xxxx,yyyyy,ML,1.21533, 
xxxxx,2013-06-30 03:22:05.820,40.6755,30.6483,14.642,xxxx,yyyyy,ML,3.86917, 
xxxxx,2013-06-30 02:53:56.864,40.6748,30.6565,13.817,xxxx,yyyyy,ML,2.13611, 
xxxxx,2013-06-30 02:12:42.460,40.6756,30.6482,14.593,xxxx,yyyyy,ML,1.07017, 
xxxxx,2013-06-30 02:05:20.820,40.6756,30.6481,14.509,xxxx,yyyyy,ML,1.0752, 
xxxxx,2013-06-28 20:47:42.901,40.7058,30.6371,15.61,xxxx,yyyyy,ML,1.55544, 
xxxxx,2013-06-28 05:50:00.346,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.08529, 
xxxxx,2013-06-28 03:40:47.866,40.7076,30.6353,15.536,xxxx,yyyyy,ML,1.51734, 
xxxxx,2013-06-27 03:26:36.266,40.7025,30.6347,14.851,xxxx,yyyyy,ML,1.59198, 
xxxxx,2013-06-27 03:23:08.626,40.7024,30.6344,14.771,xxxx,yyyyy,ML,1.5591, 
xxxxx,2013-06-27 03:23:01.277,40.7032,30.6374,15.165,xxxx,yyyyy,ML,1.45414, 
xxxxx,2013-06-27 02:41:57.026,40.7024,30.635,14.713,xxxx,yyyyy,ML,1.35711, 
xxxxx,2013-06-26 21:26:16.357,40.7038,30.6374,15.141,xxxx,yyyyy,ML,1.35602, 
xxxxx,2013-06-26 21:07:34.997,40.7049,30.6375,15.293,xxxx,yyyyy,ML,1.36256, 
xxxxx,2013-06-26 19:55:30.277,40.7033,30.6375,15.162,xxxx,yyyyy,ML,1.74706, 
xxxxx,2013-06-26 19:51:30.157,40.7033,30.6374,15.164,xxxx,yyyyy,ML,1.80316, 
xxxxx,2013-06-26 17:31:31.557,40.7032,30.6386,15.196,xxxx,yyyyy,ML,2.29135, 
xxxxx,2013-06-26 17:16:58.797,40.7033,30.6383,15.279,xxxx,yyyyy,ML,2.38831, 
xxxxx,2013-06-26 15:23:17.061,40.7052,30.6352,15.391,xxxx,yyyyy,ML,2.24895, 
xxxxx,2013-06-26 14:40:10.466,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.3106, 
xxxxx,2013-06-26 14:07:26.386,40.7074,30.6373,15.408,xxxx,yyyyy,ML,1.99343, 
xxxxx,2013-06-26 14:07:12.666,40.7073,30.6375,15.449,xxxx,yyyyy,ML,1.8345, 
xxxxx,2013-06-26 13:31:06.866,40.7072,30.6377,15.522,xxxx,yyyyy,ML,1.90371, 
xxxxx,2013-06-26 06:33:22.043,40.0336,29.8703,4.94792,xxxx,yyyyy,ML,1.64413, 
xxxxx,2013-06-23 21:01:04.077,40.7036,30.6388,15.149,xxxx,yyyyy,ML,1.47497, 
xxxxx,2013-06-23 17:03:40.021,40.7065,30.6348,15.381,xxxx,yyyyy,ML,1.73522, 
xxxxx,2013-06-23 13:38:23.066,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.2137, 
xxxxx,2013-06-23 10:55:06.106,40.7035,30.6356,14.855,xxxx,yyyyy,ML,1.91641, 
xxxxx,2013-06-23 02:33:09.786,40.708,30.6389,15.756,xxxx,yyyyy,ML,1.25951, 
xxxxx,2013-06-23 02:28:09.501,40.7061,30.6355,15.541,xxxx,yyyyy,ML,1.70386, 
xxxxx,2013-06-23 02:27:14.357,40.7043,30.6371,15.206,xxxx,yyyyy,ML,2.24337, 
xxxxx,2013-06-22 20:09:46.181,40.7058,30.6344,15.446,xxxx,yyyyy,ML,1.99502, 
xxxxx,2013-06-20 20:19:23.445,40.7053,30.3116,12.004,xxxx,yyyyy,ML,1.23516, 
xxxxx,2013-06-19 02:14:59.186,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.16915, 
xxxxx,2013-06-17 22:53:27.946,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.27398, 
xxxxx,2013-06-17 21:26:18.811,40.4832,30.3854,10.332,xxxx,yyyyy,ML,1.44958, 
xxxxx,2013-06-15 14:52:09.886,40.2075,30.4666,5.13021,xxxx,yyyyy,ML,1.33908, 
xxxxx,2013-06-14 20:11:01.515,40.7308,30.194,13.184,xxxx,yyyyy,ML,2.77074, 
xxxxx,2013-06-14 14:27:41.786,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.1438, 
xxxxx,2013-06-13 09:53:35.946,40.083,29.9794,10.9896,xxxx,yyyyy,ML,1.29382, 
xxxxx,2013-06-07 21:10:52.947,40.7122,30.1737,4.33,xxxx,yyyyy,ML,1.48089, 
